2020-01-01 00:00:00,1,1,1,72,"0",1,"0"
2020-01-01 00:00:00,2,1,1,36,"0",1,"0"
2020-01-01 00:00:00,6,2,1,22.5,"0",1,"0"
2020-01-01 00:00:00,7,3,1,13.5,"0",1,"0"
2020-01-01 00:00:00,10,5,1,45,"0",1,"0"
2020-01-01 00:00:00,20,1,1,27,"0",1,"0"
2020-01-01 00:00:00,21,1,1,31.5,"0",1,"0"
2020-01-01 00:00:00,22,1,1,31.5,"0",1,"0"
2020-01-01 00:00:00,23,11,1,13.5,"0",1,"0"
2020-01-01 00:00:00,24,11,1,15.3,"0",1,"0"
2020-01-01 00:00:00,25,11,1,10.8,"0",1,"0"
2020-01-01 00:00:00,26,11,1,13.5,"0",1,"0"
2020-01-01 00:00:00,27,11,1,14.4,"0",1,"0"
2020-01-01 00:00:00,28,11,1,12.6,"0",1,"0"
2020-01-01 00:00:00,29,11,1,7.65,"0",1,"0"
2020-01-01 00:00:00,30,11,1,13.5,"0",1,"0"
2020-01-01 00:00:00,31,11,1,12.6,"0",1,"0"
2020-01-01 00:00:00,32,11,1,15.3,"0",1,"0"
2020-01-01 00:00:00,33,11,1,15.3,"0",1,"0"
2020-01-01 00:00:00,34,11,1,6.3,"0",1,"0"
2020-01-01 00:00:00,35,11,1,9.9,"0",1,"0"
2020-01-01 00:00:00,36,3,1,40.5,"0",1,"0"
2020-01-01 00:00:00,37,2,1,6.03,"0",1,"0"
2020-01-01 00:00:00,38,2,1,7.2,"0",1,"0"
2020-01-01 00:00:00,41,3,1,7.65,"0",1,"0"
2020-01-01 00:00:00,43,4,1,6.03,"0",1,"0"
2020-01-01 00:00:00,45,5,1,6.12,"0",1,"0"
2020-01-01 00:00:00,46,5,1,5.94,"0",1,"0"
2020-01-01 00:00:00,47,5,1,5.85,"0",1,"0"
2020-01-01 00:00:00,48,5,1,6.48,"0",1,"0"
2020-01-01 00:00:00,53,11,1,10.8,"0",1,"0"
2020-01-01 00:00:00,54,11,1,8.1,"0",1,"0"
2020-01-01 00:00:00,55,11,1,7.2,"0",1,"0"
2020-01-01 00:00:00,56,11,1,6.3,"0",1,"0"
2020-01-01 00:00:00,57,19,1,7.65,"0",1,"0"
2020-01-01 00:00:00,58,19,1,7.65,"0",1,"0"
2020-01-01 00:00:00,59,14,1,8.1,"0",1,"0"
2020-01-01 00:00:00,60,15,1,6.48,"0",1,"0"
2020-01-01 00:00:00,61,15,1,6.12,"0",1,"0"
2020-01-01 00:00:00,62,15,1,6.21,"0",1,"0"
2020-01-01 00:00:00,63,15,1,6.39,"0",1,"0"
2020-01-01 00:00:00,64,15,1,6.3,"0",1,"0"
2020-01-01 00:00:00,65,15,1,6.3,"0",1,"0"
2020-01-01 00:00:00,66,15,1,4.5,"0",1,"0"
2020-01-01 00:00:00,67,15,1,8.1,"0",1,"0"
2020-01-01 00:00:00,68,15,1,5.85,"0",1,"0"
2020-01-01 00:00:00,69,15,1,6.75,"0",1,"0"
2020-01-01 00:00:00,70,16,1,3.3276,"0.93",1,"0"
2020-01-01 00:00:00,71,16,1,3.5165,"0.48",1,"0"
2020-01-01 00:00:00,72,16,1,3.229,"0.09",1,"0"
2020-01-01 00:00:00,73,16,1,3.2239,"0.78",1,"0"
2020-01-01 00:00:00,74,16,1,3.3799,"0.33",1,"0"
2020-01-01 00:00:00,75,16,1,3.3358,"0.42",1,"0"
2020-01-01 00:00:00,76,16,1,3.4502,"0.57",1,"0"
2020-01-01 00:00:00,77,16,1,3.2021,"0.72",1,"0"
2020-01-01 00:00:00,78,16,1,3.43,"0.96",1,"0"
2020-01-01 00:00:00,79,16,1,3.4528,"0.6",1,"0"
2020-01-01 00:00:00,80,17,1,3.96,"0",1,"0"
2020-01-01 00:00:00,81,17,1,4.32,"0",1,"0"
2020-01-01 00:00:00,82,17,1,3.33,"0",1,"0"
2020-01-01 00:00:00,83,17,1,5.85,"0",1,"0"
2020-01-01 00:00:00,84,17,1,4.68,"0",1,"0"
2020-01-01 00:00:00,85,17,1,4.185,"0",1,"0"
2020-01-01 00:00:00,86,17,1,4.095,"0",1,"0"
2020-01-01 00:00:00,87,17,1,3.96,"0",1,"0"
2020-01-01 00:00:00,88,17,1,4.23,"0",1,"0"
2020-01-01 00:00:00,89,17,1,4.05,"0",1,"0"
2020-01-01 00:00:00,90,18,1,3.3092,"0.36",1,"0"
2020-01-01 00:00:00,91,18,1,3.438,"0.15",1,"0"
2020-01-01 00:00:00,92,18,1,3.3979,"0.12",1,"0"
2020-01-01 00:00:00,93,18,1,3.4677,"0.72",1,"0"
2020-01-01 00:00:00,94,18,1,3.3661,"0.33",1,"0"
2020-01-01 00:00:00,95,18,1,3.2118,1.2,1,"0"
2020-01-01 00:00:00,96,18,1,3.2036,1.11,1,"0"
2020-01-01 00:00:00,97,18,1,3.3004,"0.51",1,"0"
2020-01-01 00:00:00,98,18,1,3.2207,"0.15",1,"0"
2020-01-01 00:00:00,99,18,1,3.4034,1.14,1,"0"
2020-01-01 00:00:00,100,11,1,11.7,"0",1,"0"
2020-01-01 00:00:00,101,11,1,8.01,"0",1,"0"
2020-01-01 00:00:00,102,11,1,7.38,"0",1,"0"
2020-01-01 00:00:00,103,11,1,6.3,"0",1,"0"
2020-01-01 00:00:00,104,19,1,7.65,"0",1,"0"
2020-01-01 00:00:00,105,19,1,7.65,"0",1,"0"
2020-01-01 00:00:00,106,14,1,8.1,"0",1,"0"
2020-01-01 00:00:00,107,15,1,6.3,"0",1,"0"
2020-01-01 00:00:00,108,15,1,6.12,"0",1,"0"
2020-01-01 00:00:00,109,15,1,6.03,"0",1,"0"
2020-01-01 00:00:00,110,15,1,7.38,"0",1,"0"
2020-01-01 00:00:00,111,15,1,6.3,"0",1,"0"
2020-01-01 00:00:00,112,15,1,6.12,"0",1,"0"
2020-01-01 00:00:00,113,15,1,6.03,"0",1,"0"
2020-01-01 00:00:00,114,15,1,7.38,"0",1,"0"
2020-01-01 00:00:00,115,15,1,6.3,"0",1,"0"
2020-01-01 00:00:00,116,15,1,6.12,"0",1,"0"
2020-01-01 00:00:00,117,15,1,6.03,"0",1,"0"
2020-01-01 00:00:00,118,15,1,7.38,"0",1,"0"
2020-01-01 00:00:00,119,16,1,3.4072,"0",1,"0"
2020-01-01 00:00:00,120,16,1,3.5108,"0.81",1,"0"
2020-01-01 00:00:00,121,16,1,3.4331,"0.75",1,"0"
2020-01-01 00:00:00,122,16,1,3.2928,"0.87",1,"0"
2020-01-01 00:00:00,123,16,1,3.2885,"0.12",1,"0"
2020-01-01 00:00:00,124,16,1,3.3791,"0.21",1,"0"
2020-01-01 00:00:00,125,16,1,3.2834,"0.63",1,"0"
2020-01-01 00:00:00,126,16,1,3.44,"0.12",1,"0"
2020-01-01 00:00:00,127,16,1,3.4077,1.2,1,"0"
2020-01-01 00:00:00,128,16,1,3.4653,"0.72",1,"0"
2020-01-01 00:00:00,129,16,1,3.3314,"0.69",1,"0"
2020-01-01 00:00:00,130,16,1,3.445,"0.96",1,"0"
2020-01-01 00:00:00,131,16,1,3.3647,"0.48",1,"0"
2020-01-01 00:00:00,132,16,1,3.3692,"0.9",1,"0"
2020-01-01 00:00:00,133,16,1,3.4973,"0.63",1,"0"
2020-01-01 00:00:00,134,17,1,3.96,"0",1,"0"
