214,1081,826,78,1,8.46,3.5532,3
763,1081,826,78,1,10.2,3.468,4
260,1081,826,78,1,5.52,2.76,3
778,1081,8397,78,1,8.16,2.6112,3
195,1081,8397,78,1,3.54,1.6638,2
385,1081,8397,78,1,3.12,1.56,2
961,1081,8397,78,1,2.62,"0.8646",2
12,1081,9887,78,1,4.62,1.386,3
934,1081,9887,78,1,3.3,1.089,3
871,1081,9887,78,1,10.16,4.2672,4
328,1081,9887,78,1,5.04,1.9152,4
715,1081,8021,78,1,3.1,1.426,2
359,1081,8021,78,1,5.28,2.376,4
282,1081,8021,78,1,2.79,1.2276,3
586,1081,4350,78,1,5.68,2.2152,4
16,1081,4350,78,1,11.49,4.0215,3
898,1081,4350,78,1,5.22,1.9314,3
1368,1081,4350,78,1,7.1,2.84,2
785,1081,4350,78,1,6.84,3.42,3
975,1081,4350,78,1,11.28,5.076,3
1551,1081,4350,78,1,2.32,1.0208,2
151,1081,5933,78,1,5.82,2.8518,2
1299,1081,5933,78,1,5.52,2.3184,2
557,1081,5933,78,1,2.72,1.1152,2
540,1081,8176,78,1,1.53,"0.5355",3
1276,1081,8176,78,1,4.29,1.5873,3
1453,1081,8176,78,1,6.22,2.8612,2
1336,1081,8176,78,1,13.56,5.5596,4
128,1081,8176,78,1,1.06,"0.4028",2
224,1081,8176,78,1,3.46,1.384,2
667,1081,8176,78,1,7.98,3.9102,3
1346,1081,5578,78,1,9.4,3.948,4
803,1081,5578,78,1,7.02,3.0888,2
1147,1081,8039,78,1,4.26,1.8318,3
258,1081,8039,78,1,5.16,2.0124,3
1440,1081,3138,78,1,8.43,3.372,3
1350,1081,3138,78,1,2.76,1.38,3
475,1081,3138,78,1,7.83,3.8367,3
1130,1081,3138,78,1,4.65,1.581,3
308,1081,3138,78,1,8.72,4.0112,4
497,1081,5406,78,1,7.48,2.4684,4
701,1081,5406,78,1,1.5,"0.645",2
1222,1081,1260,78,1,4.9,1.617,2
354,1081,1260,78,1,11.25,4.6125,5
1502,1081,1260,78,1,11.24,4.9456,4
760,1081,1260,78,1,5.61,2.1879,3
1430,1081,1260,78,1,13.44,4.704,4
248,1081,1260,78,1,3.44,1.1008,4
774,1081,1260,78,1,7.35,2.94,3
1234,1081,6358,78,1,2.24,1.008,4
1505,1081,6358,78,1,11,4.73,4
27,1081,1287,78,1,7.95,3.8955,3
110,1081,1287,78,1,7.05,3.384,3
1419,1081,1287,78,1,2.49,"0.9213",3
610,1081,1287,78,1,9.08,4.2676,4
1065,1081,1287,78,1,5.64,2.4252,3
843,1081,1287,78,1,8.82,2.7342,3
366,1081,1287,78,1,7.08,2.478,3
1381,1081,1287,78,1,6.51,3.255,3
638,1081,7976,78,1,9.45,3.591,3
1347,1081,7976,78,1,5.31,1.6461,3
1191,1081,7976,78,1,4.2,1.512,2
16,1081,4429,78,1,15.32,6.894,4
925,1081,4429,78,1,3.04,1.1248,4
1314,1081,4429,78,1,1.92,"0.6336",3
1291,1081,4429,78,1,6.9,2.898,3
216,1081,4429,78,1,10.8,3.348,3
326,1081,4429,78,1,4.94,2.3218,2
409,1081,4429,78,1,11.73,5.7477,3
646,1081,5090,78,1,3.84,1.92,3
157,1081,5090,78,1,8.85,2.832,3
480,1081,5090,78,1,6.76,2.7716,4
657,1081,5090,78,1,4.24,1.3144,2
540,1081,5090,78,1,1.53,"0.5202",3
890,1081,5090,78,1,5.22,1.9314,2
1399,1081,5090,78,1,3.56,1.424,2
284,1081,5090,78,1,3.96,1.386,4
404,1081,872,78,1,3.75,1.8375,3
128,1081,872,78,1,2.12,"0.8268",4
544,1081,872,78,1,8.85,3.009,3
854,1081,872,78,1,3.2,"0.992",2
1236,1081,7021,78,1,13.28,4.7808,4
747,1081,7021,78,1,7.32,3.294,4
1070,1081,7021,78,1,10.53,4.6332,3
1255,1081,5578,78,1,2.48,"0.9176",2
1498,1081,5578,78,1,6.9,2.967,3
1182,1081,5578,78,1,4.2,1.47,3
573,1081,5578,78,1,10.17,3.4578,3
623,1081,5606,78,1,5.4,1.998,3
279,1081,5606,78,1,8.46,3.1302,3
895,1081,5606,78,1,1.3,"0.637",2
606,1081,5606,78,1,5.3,2.279,2
393,1081,7091,78,1,4.48,2.1504,4
942,1081,7091,78,1,4.68,2.2464,2
853,1081,7091,78,1,7.76,2.6384,2
1535,1081,7091,78,1,5.84,2.6864,2
1358,1081,2634,78,1,8.4,3.78,4
749,1081,2634,78,1,8.01,2.4831,3
892,1081,4698,78,1,5.46,1.8018,2
1003,1081,4698,78,1,3.12,1.5288,4
1086,1081,4698,78,1,7.59,3.5673,3
445,1081,4531,78,1,6.92,2.3528,2
35,1081,4531,78,1,6.63,2.652,3
851,1081,4531,78,1,10.04,3.2128,4
1520,1081,4531,78,1,6.93,3.1878,3
1483,1081,4531,78,1,6.39,1.9809,3
668,1081,5624,78,1,15.72,7.2312,4
512,1081,5624,78,1,10.96,4.2744,4
1394,1081,5624,78,1,5.06,1.9228,2
1450,1081,5624,78,1,13.85,5.9555,5
867,1081,5624,78,1,5.64,1.7484,3
1471,1081,5624,78,1,4.65,2.046,3
75,1081,5624,78,1,2.04,"0.8772",3
318,1081,5624,78,1,7.41,3.5568,3
1358,1081,1553,78,1,6.3,2.709,3
388,1081,1553,78,1,7.05,3.243,3
1324,1081,1553,78,1,9.93,3.4755,3
1108,1081,2434,78,1,8.2,2.87,5
1551,1081,2434,78,1,4.64,1.8096,4
222,1081,2434,78,1,15.8,6.952,4
266,1081,2434,78,1,8.1,3.24,5
130,1081,1032,78,1,6.69,2.2746,3
933,1081,1032,78,1,13.52,4.056,4
910,1081,1032,78,1,7.36,2.3552,4
1393,1081,1032,78,1,7.4,3.034,4
1089,1081,1032,78,1,4.94,1.482,2
1172,1081,1032,78,1,8.31,3.8226,3
1156,1081,491,78,1,5.46,2.5662,3
973,1081,491,78,1,2.68,1.0988,2
1522,1081,491,78,1,3.42,1.368,3
1432,1081,491,78,1,5.4,2.43,3
557,1081,491,78,1,2.72,"0.8704",2
68,1081,491,78,1,10.68,4.806,3
390,1081,491,78,1,11.22,4.9368,3
204,1081,340,78,1,4.8,1.728,3
1513,1081,340,78,1,5.7,1.938,3
473,1081,6944,78,1,2.19,1.095,3
1515,1081,6944,78,1,4.4,1.804,4
1111,1081,8491,78,1,2.34,1.1466,3
329,1081,8491,78,1,5.22,2.2968,3
1531,1081,8491,78,1,1.02,"0.408",2
1455,1081,8491,78,1,10.12,3.7444,4
1272,1081,8491,78,1,7.44,3.348,3
69,1081,1287,78,1,9.3,2.79,3
340,1081,1287,78,1,2.52,"0.8316",4
356,1081,1287,78,1,4.72,2.0296,2
306,1081,1287,78,1,11.88,3.9204,3
200,1081,2634,78,1,7.95,2.9415,3
337,1081,2634,78,1,3,1.47,4
753,1081,2634,78,1,3.78,1.5876,2
1063,1081,2634,78,1,6.36,2.6076,2
133,1081,2634,78,1,2.8,1.288,4
1275,1081,2082,78,1,2.34,1.0296,2
227,1081,2082,78,1,5.94,2.5542,3
670,1081,2082,78,1,5.37,2.0406,3
1312,1081,2082,78,1,3.06,1.4994,2
942,1081,2082,78,1,7.02,2.1762,3
622,1081,491,78,1,2.43,1.0206,3
705,1081,491,78,1,2.64,"0.924",3
455,1081,491,78,1,6.72,2.2848,4
1504,1081,8039,78,1,4.77,1.8603,3
761,1081,8039,78,1,5.1,2.346,3
1017,1081,8039,78,1,11.56,5.3176,4
1394,1081,8039,78,1,7.59,3.4155,3
678,1081,8039,78,1,11.07,4.0959,3
1267,1081,8039,78,1,6.4,2.816,4
645,1081,8039,78,1,6.64,2.7888,2
1367,1081,8039,78,1,14.28,5.9976,4
902,1081,5430,78,1,3.88,1.4744,4
1397,1081,5430,78,1,2.86,1.43,2
642,1081,5430,78,1,4.98,2.1414,3
619,1081,5430,78,1,9,3.78,4
536,1081,462,78,1,5.46,2.5116,3
1351,1081,462,78,1,5.01,1.9038,3
49,1081,462,78,1,10.14,4.1574,3
1366,1081,10113,78,1,11.04,4.5264,4
1543,1081,10113,78,1,7.44,3.2736,3
1426,1081,10113,78,1,11.22,3.7026,3
217,1081,10113,78,1,2.72,1.1696,4
727,1081,10113,78,1,5.73,2.2347,3
756,1081,10113,78,1,8.04,3.2964,3
833,1081,1396,78,1,9.56,4.1108,4
24,1081,1396,78,1,8.65,3.979,5
893,1081,1396,78,1,3.64,1.2376,4
257,1081,1396,78,1,1.59,"0.6996",3
1339,1081,1396,78,1,3.93,1.8078,3
1210,1081,1396,78,1,8.5,4.08,5
398,1081,6076,78,1,1.6,"0.704",2
575,1081,6076,78,1,5.62,2.5852,2
458,1081,6076,78,1,4.5,1.575,3
808,1081,6076,78,1,2.78,"0.834",2
903,1081,6076,78,1,10.08,4.6368,4
1346,1081,6076,78,1,4.7,2.115,2
1132,1081,6944,78,1,6.64,2.0584,4
323,1081,6944,78,1,14,6.02,4
778,1081,6944,78,1,8.16,3.0192,3
556,1081,6944,78,1,13,5.46,4
80,1081,6944,78,1,10.89,5.2272,3
1095,1081,6944,78,1,3.16,1.264,2
1165,1081,6944,78,1,5.64,1.8612,2
1548,1081,6212,78,1,2.01,"0.7236",3
633,1081,6212,78,1,2.22,1.11,3
263,1081,6212,78,1,7.6,2.736,2
546,1081,6212,78,1,8.34,3.5028,3
